iter	Passed	Remaining
312	2653	5824
313	2661	5814
314	2668	5803
315	2676	5792
316	2684	5783
317	2691	5773
318	2699	5762
319	2706	5752
320	2715	5744
321	2724	5736
322	2732	5726
323	2751	5741
324	2759	5731
325	2768	5723
326	2776	5714
327	2783	5702
328	2791	5693
329	2801	5688
330	2810	5680
331	2822	5679
332	2832	5672
333	2840	5663
334	2847	5653
335	2855	5642
336	2863	5633
337	2871	5623
338	2879	5613
339	2887	5604
340	2894	5592
341	2902	5584
342	2909	5573
343	2918	5565
344	2926	5556
345	2934	5546
346	2939	5532
347	2948	5523
348	2956	5513
349	2964	5504
350	2971	5493
351	2978	5482
352	2985	5471
353	2992	5461
354	2999	5450
355	3007	5439
356	3015	5430
357	3023	5421
358	3031	5413
359	3039	5402
360	3052	5402
361	3059	5392
362	3067	5383
363	3075	5373
364	3083	5364
365	3091	5355
366	3100	5348
367	3108	5338
368	3117	5330
369	3124	5320
370	3132	5311
371	3139	5299
372	3146	5289
373	3154	5279
374	3161	5269
375	3169	5259
376	3176	5249
377	3184	5239
378	3192	5231
379	3198	5219
380	3207	5211
381	3215	5201
382	3222	5191
383	3230	5182
384	3239	5174
385	3247	5164
386	3254	5154
387	3260	5143
388	3268	5133
389	3275	5123
390	3282	5112
391	3289	5102
392	3297	5093
393	3305	5084
394	3313	5074
395	3320	5064
396	3326	5053
397	3334	5043
398	3341	5032
399	3348	5022
400	3355	5012
401	3362	5002
402	3370	4993
403	3378	4984
404	3387	4976
405	3395	4967
406	3402	4957
407	3411	4950
408	3418	4939
409	3425	4930
410	3434	4921
411	3442	4913
412	3450	4904
413	3458	4895
414	3466	4886
415	3474	4877
416	3482	4868
417	3489	4858
418	3498	4851
419	3507	4843
420	3514	4834
421	3522	4824
422	3529	4813
423	3536	4803
424	3543	4794
425	3551	4785
426	3559	4776
427	3566	4766
428	3574	4757
429	3581	4747
430	3588	4737
431	3594	4726
432	3602	4716
433	3609	4707
434	3618	4700
435	3626	4690
436	3633	4681
437	3640	4671
438	3647	4660
439	3655	4651
440	3666	4647
441	3674	4639
442	3683	4631
443	3691	4622
444	3699	4613
445	3705	4603
446	3713	4594
447	3721	4584
448	3727	4573
449	3735	4566
450	3742	4555
451	3750	4547
452	3759	4539
453	3767	4531
454	3775	4522
455	3784	4514
456	3792	4506
457	3799	4495
458	3806	4486
459	3813	4477
460	3823	4470
461	3831	4462
462	3839	4453
463	3848	4445
464	3855	4436
465	3863	4427
466	3871	4418
467	3879	4409
468	3885	4399
469	3893	4390
470	3900	4381
471	3907	4371
472	3915	4362
473	3923	4354
474	3931	4345
475	3940	4337
476	3948	4329
477	3956	4321
478	3964	4312
479	3972	4303
480	3979	4294
481	3986	4284
482	3993	4275
483	4000	4265
484	4008	4256
485	4017	4249
486	4024	4239
487	4032	4230
488	4039	4221
489	4047	4213
490	4056	4205
491	4065	4197
492	4074	4190
493	4082	4181
494	4089	4172
495	4097	4164
496	4106	4155
497	4113	4146
498	4121	4137
499	4129	4129
500	4138	4121
501	4145	4112
502	4154	4104
503	4162	4096
504	4170	4087
505	4177	4078
506	4184	4069
507	4190	4058
508	4198	4050
509	4205	4040
510	4211	4030
511	4219	4022
512	4228	4014
513	4236	4005
514	4243	3996
515	4252	3988
516	4259	3979
517	4267	3971
518	4276	3963
519	4285	3955
520	4293	3947
521	4302	3939
522	4309	3930
523	4316	3920
524	4324	3912
525	4331	3903
526	4338	3894
527	4346	3885
528	4353	3876
529	4360	3867
530	4369	3859
531	4378	3851
532	4386	3843
533	4393	3834
534	4401	3825
535	4408	3816
536	4416	3807
537	4425	3800
538	4433	3791
539	4441	3783
540	4449	3774
541	4455	3765
542	4463	3756
543	4470	3747
544	4479	3739
545	4486	3730
546	4494	3721
547	4502	3713
548	4508	3704
549	4515	3694
550	4522	3685
551	4529	3676
552	4537	3667
553	4546	3660
554	4554	3652
555	4562	3643
556	4569	3634
557	4578	3627
558	4587	3618
559	4596	3611
560	4602	3601
561	4609	3592
562	4617	3584
563	4625	3576
564	4633	3567
565	4641	3558
566	4648	3549
567	4656	3541
568	4663	3532
569	4671	3524
570	4679	3515
571	4687	3507
572	4695	3499
573	4704	3491
574	4712	3482
575	4720	3474
576	4727	3465
577	4736	3457
578	4743	3449
579	4751	3440
580	4758	3431
581	4765	3422
582	4773	3414
583	4783	3407
584	4791	3399
585	4801	3391
586	4810	3384
587	4818	3376
588	4827	3368
589	4835	3360
590	4843	3351
591	4851	3343
592	4859	3335
593	4867	3326
594	4875	3318
595	4883	3310
596	4890	3301
597	4898	3293
598	4906	3284
599	4916	3277
600	4924	3269
601	4933	3261
602	4941	3253
603	4948	3244
604	4956	3235
605	4965	3228
606	4976	3222
607	4985	3214
608	4993	3205
609	5000	3197
610	5008	3188
611	5016	3180
612	5025	3172
613	5033	3164
614	5041	3156
615	5049	3147
616	5058	3140
617	5066	3131
618	5073	3122
619	5080	3113
620	5087	3104
621	5095	3096
622	5102	3087
623	5110	3079
624	5118	3071
625	5126	3063
626	5133	3054
627	5142	3045
628	5150	3037
629	5158	3029
630	5166	3021
631	5175	3013
632	5183	3005
633	5190	2996
634	5198	2987
635	5206	2979
636	5213	2971
637	5220	2962
638	5228	2954
639	5236	2945
640	5243	2936
641	5251	2928
642	5258	2919
643	5265	2910
644	5273	2902
645	5280	2893
646	5288	2885
647	5294	2876
648	5302	2867
649	5309	2859
650	5317	2850
651	5325	2842
652	5333	2834
653	5340	2825
654	5380	2833
655	5386	2824
656	5393	2815
657	5400	2806
658	5407	2798
659	5413	2788
660	5425	2782
661	5435	2775
662	5443	2767
663	5451	2758
664	5459	2750
665	5467	2742
666	5475	2733
667	5483	2725
668	5492	2717
669	5500	2709
670	5508	2700
671	5526	2697
672	5534	2688
673	5541	2680
674	5548	2671
675	5555	2662
676	5562	2653
677	5569	2644
678	5576	2636
679	5584	2627
680	5591	2619
681	5598	2610
682	5606	2601
683	5614	2594
684	5622	2585
685	5629	2576
686	5636	2568
687	5646	2560
688	5654	2552
689	5663	2544
690	5675	2538
691	5683	2529
692	5691	2521
693	5698	2512
694	5706	2504
695	5713	2495
696	5722	2487
697	5729	2479
698	5737	2470
699	5745	2462
700	5767	2459
701	5774	2451
702	5781	2442
703	5789	2434
704	5810	2431
705	5818	2422
706	5827	2414
707	5835	2406
708	5842	2398
709	5850	2389
710	5857	2381
711	5865	2372
712	5875	2364
713	5883	2356
714	5891	2348
715	5899	2340
716	5909	2332
717	5918	2324
718	5926	2316
719	5935	2308
720	5944	2300
721	5952	2292
722	5962	2284
723	5969	2275
724	5977	2267
725	5985	2259
726	5995	2251
727	6004	2243
728	6012	2235
729	6020	2226
730	6028	2218
731	6036	2210
732	6043	2201
733	6050	2192
734	6058	2184
735	6066	2175
736	6073	2167
737	6081	2158
738	6088	2150
739	6096	2141
740	6105	2134
741	6114	2126
742	6123	2118
743	6131	2109
744	6138	2101
745	6147	2092
746	6155	2084
747	6163	2076
748	6172	2068
749	6179	2059
750	6187	2051
751	6195	2043
752	6204	2035
753	6213	2027
754	6220	2018
755	6228	2010
756	6235	2001
757	6244	1993
758	6253	1985
759	6262	1977
760	6270	1969
761	6277	1960
762	6285	1952
763	6294	1944
764	6301	1935
765	6310	1927
766	6318	1919
767	6326	1911
768	6334	1902
769	6341	1894
770	6350	1886
771	6360	1878
772	6367	1869
773	6375	1861
774	6382	1853
775	6390	1844
776	6397	1836
777	6405	1827
778	6412	1819
779	6421	1811
780	6429	1802
781	6439	1795
782	6447	1786
783	6454	1778
784	6462	1769
785	6469	1761
786	6477	1753
787	6486	1744
788	6494	1736
789	6501	1728
790	6507	1719
791	6514	1710
792	6522	1702
793	6530	1694
794	6538	1685
795	6545	1677
796	6553	1669
797	6560	1660
798	6569	1652
799	6577	1644
800	6584	1635
801	6592	1627
802	6600	1619
803	6608	1610
804	6615	1602
805	6623	1594
806	6631	1585
807	6638	1577
808	6646	1569
809	6654	1560
810	6662	1552
811	6672	1544
812	6681	1536
813	6689	1528
814	6698	1520
815	6707	1512
816	6715	1504
817	6724	1496
818	6731	1487
819	6740	1479
820	6748	1471
821	6757	1463
822	6765	1455
823	6774	1447
824	6783	1438
825	6791	1430
826	6798	1422
827	6806	1413
828	6816	1406
829	6824	1397
830	6832	1389
831	6839	1381
832	6847	1372
833	6856	1364
834	6864	1356
835	6873	1348
836	6882	1340
837	6890	1332
838	6898	1323
839	6907	1315
840	6914	1307
841	6923	1299
842	6931	1291
843	6938	1282
844	6946	1274
845	6954	1265
846	6961	1257
847	6970	1249
848	6978	1241
849	6986	1232
850	6994	1224
851	7001	1216
852	7009	1208
853	7018	1199
854	7025	1191
855	7033	1183
856	7041	1174
857	7049	1166
858	7057	1158
859	7066	1150
860	7072	1141
861	7081	1133
862	7088	1125
863	7096	1117
864	7104	1108
865	7113	1100
866	7120	1092
867	7127	1083
868	7135	1075
869	7144	1067
870	7151	1059
871	7159	1050
872	7167	1042
873	7175	1034
874	7184	1026
875	7193	1018
876	7201	1009
877	7209	1001
878	7217	993
879	7224	985
880	7233	977
881	7248	969
882	7256	961
883	7263	953
884	7270	944
885	7279	936
886	7288	928
887	7297	920
888	7307	912
889	7316	904
890	7326	896
891	7336	888
892	7344	879
893	7351	871
894	7359	863
895	7367	855
896	7376	847
897	7387	839
898	7395	830
899	7402	822
900	7410	814
901	7418	806
902	7426	797
903	7434	789
904	7447	781
905	7456	773
906	7466	765
907	7474	757
908	7482	749
909	7490	740
910	7499	732
911	7508	724
912	7517	716
913	7525	708
914	7532	699
915	7540	691
916	7547	683
917	7556	674
918	7564	666
919	7571	658
920	7580	650
921	7589	642
922	7598	633
923	7611	626
924	7623	618
925	7632	609
926	7640	601
927	7648	593
928	7655	585
929	7663	576
930	7671	568
931	7679	560
932	7686	551
933	7694	543
934	7701	535
935	7709	527
936	7717	518
937	7724	510
938	7732	502
939	7739	494
940	7746	485
941	7754	477
942	7761	469
943	7769	460
944	7775	452
945	7783	444
946	7791	436
947	7799	427
948	7806	419
949	7813	411
950	7821	402
951	7828	394
952	7836	386
953	7843	378
954	7851	369
955	7859	361
956	7866	353
957	7874	345
958	7882	336
959	7890	328
960	7897	320
961	7905	312
962	7913	304
963	7921	295
964	7945	288
965	7958	280
966	7975	272
967	7985	263
968	7994	255
969	8002	247
970	8010	239
971	8025	231
972	8037	223
973	8066	215
974	8084	207
975	8102	199
976	8122	191
977	8133	182
978	8143	174
979	8154	166
980	8164	158
981	8173	149
982	8181	141
983	8190	133
984	8231	125
985	8238	116
986	8245	108
987	8252	100
988	8260	91
989	8272	83
990	8283	75
991	8291	66
992	8298	58
993	8306	50
994	8313	41
995	8321	33
996	8328	25
997	8336	16
998	8344	8
999	8351	0
