iter	RMSE
135	56.80006327
136	56.36457563
137	55.96504207
138	55.49951084
139	55.02624456
140	54.64289043
141	54.23049252
142	53.79332518
143	53.36707865
144	52.99409884
145	52.64652226
146	52.30895354
147	51.86110456
148	51.46646298
149	51.11087823
150	50.82925327
151	50.47992916
152	50.10495915
153	49.72243918
154	49.37184193
155	48.86633406
156	48.51792628
157	48.04329918
158	47.6768349
159	47.32868347
160	46.90517056
161	46.55329711
162	46.19911113
163	45.77240553
164	45.48958417
165	45.10770654
166	44.6581927
167	44.30669088
168	43.95796768
169	43.63087567
170	43.20986487
171	42.85594289
172	42.57524145
173	42.26808688
174	41.88770256
175	41.49167047
176	41.02275905
177	40.69286881
178	40.35746171
179	40.07671817
180	39.79657171
181	39.39272467
182	39.0902118
183	38.75862095
184	38.4332207
185	38.11069834
186	37.78728008
187	37.43317164
188	37.09414115
189	36.75248243
190	36.44373958
191	36.0297574
192	35.70581995
193	35.40266513
194	35.11879877
195	34.81066739
196	34.53064028
197	34.2218234
198	33.92920248
199	33.67814692
200	33.42190272
201	33.10213724
202	32.81738896
203	32.51208092
204	32.21252939
205	31.96484216
206	31.70511927
207	31.45946338
208	31.22190184
209	30.88414535
210	30.60161445
211	30.30673142
212	29.9663245
213	29.62886665
214	29.34658115
215	29.11540044
216	28.88659361
217	28.62181307
218	28.35766746
219	28.09103287
220	27.82846714
221	27.57491042
222	27.36630208
223	27.11273453
224	26.86081115
225	26.65791519
226	26.39392731
227	26.11490586
228	25.85936294
229	25.6149851
230	25.38832887
231	25.1429054
232	24.93594073
233	24.67860931
234	24.45060225
235	24.1890306
236	23.96785418
237	23.74018473
238	23.4949688
239	23.2728286
240	23.04158503
241	22.82685847
242	22.60956976
243	22.42373442
244	22.22692782
245	22.03224873
246	21.8223929
247	21.63110203
248	21.3993506
249	21.18500961
250	20.98119711
251	20.8214547
252	20.62884358
253	20.43319318
254	20.20932812
255	20.03358453
256	19.83809113
257	19.63114543
258	19.43714864
259	19.29140245
260	19.10243117
261	18.90548406
262	18.73063732
263	18.55451103
264	18.37780139
265	18.20041351
266	18.03031408
267	17.86620081
268	17.68263722
269	17.50761369
270	17.3292501
271	17.16731895
272	17.00091925
273	16.85191597
274	16.68575101
275	16.51270936
276	16.34762092
277	16.17675635
278	16.00909175
279	15.85647625
280	15.70435035
281	15.56522044
282	15.41250662
283	15.27781603
284	15.12278982
285	14.96030813
286	14.82626567
287	14.68287516
288	14.53316935
289	14.40257402
290	14.27229903
291	14.14347338
292	14.0152505
293	13.87496765
294	13.75446629
295	13.6166619
296	13.49748466
297	13.38691601
298	13.27124801
299	13.15897389
300	13.02319338
301	12.90035563
302	12.76571961
303	12.64825214
304	12.50894313
305	12.38158942
306	12.269061
307	12.14066781
308	12.02620548
309	11.91567069
310	11.80339262
311	11.69530744
312	11.58410535
313	11.47432319
314	11.36080528
315	11.24872621
316	11.14769923
317	11.03190434
318	10.90970463
319	10.81045585
320	10.71180827
321	10.6121499
322	10.51151824
323	10.40597718
324	10.31803361
325	10.21696232
326	10.10820613
327	10.0050805
328	9.905861782
329	9.801664575
330	9.702799657
331	9.604364773
332	9.528850757
333	9.448574554
334	9.358197326
335	9.255990181
336	9.159919982
337	9.079549105
338	8.989761511
339	8.909364776
340	8.830452942
341	8.751440107
342	8.676152841
343	8.586429509
344	8.492616133
345	8.406550359
346	8.336013034
347	8.261699247
348	8.204383057
349	8.116069248
350	8.042663919
351	7.976918507
352	7.905774966
353	7.848233616
354	7.786086441
355	7.703393207
356	7.6301508
357	7.578474393
358	7.504553762
359	7.429221966
360	7.359039258
361	7.291849523
362	7.218395344
363	7.135007945
364	7.082663957
365	7.018809887
366	6.952322067
367	6.896966963
368	6.829281301
369	6.766417802
370	6.704589357
371	6.634686195
372	6.570067243
373	6.531841749
374	6.476596071
375	6.422260424
376	6.361760658
377	6.300248721
378	6.243245345
379	6.194067982
380	6.13026583
381	6.068179319
382	6.006372084
383	5.951826925
384	5.899237556
385	5.851033749
386	5.802455415
387	5.747215165
388	5.689536593
389	5.639639154
390	5.588942043
391	5.546523375
392	5.494559355
393	5.447082197
394	5.400271534
395	5.351345648
396	5.300691015
397	5.251630801
398	5.205457833
399	5.163307422
400	5.120824821
401	5.080691564
402	5.026403613
403	4.976913617
404	4.938500197
405	4.899000724
406	4.854965597
407	4.824255886
408	4.777404702
409	4.726252496
410	4.688112336
411	4.650632318
412	4.605523729
413	4.564311103
414	4.519528436
415	4.478791141
416	4.443288473
417	4.403805406
418	4.363630774
419	4.326370391
420	4.287936232
421	4.246871197
422	4.217210782
423	4.191933436
424	4.151937
425	4.11588909
426	4.076975695
427	4.041825218
428	4.004279555
429	3.97116336
430	3.931375986
431	3.897403041
432	3.870372575
433	3.838630913
434	3.809811785
435	3.779500919
436	3.748803848
437	3.717115303
438	3.687530101
439	3.653527092
440	3.619220441
441	3.589639524
442	3.560720096
443	3.527011515
444	3.500652952
445	3.473219543
446	3.442859382
447	3.407914602
448	3.372554765
449	3.339277565
450	3.314822662
451	3.282083106
452	3.253381587
453	3.225665495
454	3.192899333
455	3.159770041
456	3.129766545
457	3.09815074
458	3.072526447
459	3.045572245
460	3.01628981
461	2.992743633
462	2.967149685
463	2.936553621
464	2.9133387
465	2.892486426
466	2.865644615
467	2.83857002
468	2.817986824
469	2.793812523
470	2.768838499
471	2.746732755
472	2.717953423
473	2.695154679
474	2.666854455
475	2.643169085
476	2.629386491
477	2.604581957
478	2.577077719
479	2.554653342
480	2.534151155
481	2.51079525
482	2.489023802
483	2.466415445
484	2.442661671
485	2.417300311
486	2.398574673
487	2.387566677
488	2.363708999
489	2.339976319
490	2.315403357
491	2.293230392
492	2.27178113
493	2.246712542
494	2.230912733
495	2.213696577
496	2.200188192
497	2.180264668
498	2.160166293
499	2.144509227
500	2.123045843
501	2.102318078
502	2.080900136
503	2.063150245
504	2.043414036
505	2.023735524
506	2.005747628
507	1.989049658
508	1.969187076
509	1.952692461
510	1.933652432
511	1.911908426
512	1.894698593
513	1.877486365
514	1.858577272
515	1.841696917
516	1.82684561
517	1.809640034
518	1.794171908
519	1.782509979
520	1.767386805
521	1.750037182
522	1.733762973
523	1.716585287
524	1.700869118
525	1.68404923
526	1.66776083
527	1.653827091
528	1.639158469
529	1.624145116
530	1.60639132
531	1.596414852
532	1.581386207
533	1.568289874
534	1.554595034
535	1.540543389
536	1.526818818
537	1.51406002
538	1.499973595
539	1.485718765
540	1.474434384
541	1.463714473
542	1.450657865
543	1.436692696
544	1.422217471
545	1.410243202
546	1.396655235
547	1.383662055
548	1.372296107
549	1.359658678
550	1.343722652
551	1.33605916
552	1.328789707
553	1.317910588
554	1.307091748
555	1.294537134
556	1.280996423
557	1.274827256
558	1.261998
559	1.251723731
560	1.240950179
561	1.228920374
562	1.217632736
563	1.206604464
564	1.200952927
565	1.189226708
566	1.182845173
567	1.170224837
568	1.158974031
569	1.148636474
570	1.138314776
571	1.127894086
572	1.119357485
573	1.108472552
574	1.097407987
575	1.086626037
576	1.077374291
577	1.06753407
578	1.057801491
579	1.046095869
580	1.037323849
581	1.028631482
582	1.018966682
583	1.009390165
584	0.9997140339
585	0.9906142826
586	0.9810546327
587	0.9723771274
588	0.9633721401
589	0.9552527032
590	0.9450459124
591	0.9376071224
592	0.9324540604
593	0.9237240221
594	0.9152575945
595	0.906021773
596	0.8985067743
597	0.8927307186
598	0.8901446288
599	0.880080061
600	0.8704461913
601	0.8628340986
602	0.8566886044
603	0.8480007422
604	0.8420731029
605	0.8356506598
606	0.8273234396
607	0.8217294054
608	0.8144553363
609	0.8076424233
610	0.8014891107
611	0.7964305238
612	0.78876448
613	0.78330504
614	0.781001937
615	0.7758048334
616	0.7697865754
617	0.7614116191
618	0.7597616412
619	0.7555865214
620	0.7479222491
621	0.7414585698
622	0.7349653903
623	0.7283059653
624	0.7223594471
625	0.7160741032
626	0.7137765791
627	0.7115967118
628	0.7054637432
629	0.698742792
630	0.6933786171
631	0.687122598
632	0.68070166
633	0.673866946
634	0.6687539447
635	0.6626398398
636	0.6565608599
637	0.6509133145
638	0.6447370715
639	0.6391338109
640	0.6337242411
641	0.6284247382
642	0.6234516848
643	0.6180260557
644	0.6119041828
645	0.6093937191
646	0.6034013114
647	0.5982395504
648	0.5950702027
649	0.5934214875
650	0.5886681799
651	0.5869653988
652	0.5817321639
653	0.576169555
654	0.572555664
655	0.5670524819
656	0.5627974516
657	0.5578390022
658	0.552685578
659	0.5473597444
660	0.5427148666
661	0.5398360392
662	0.5380235801
663	0.53315684
664	0.5282903377
665	0.5234780445
666	0.5220024294
667	0.5172291456
668	0.5157012443
669	0.5141721369
670	0.510081729
671	0.5063308869
672	0.5023563526
673	0.4985054788
674	0.4944411361
675	0.4931274925
676	0.4885338543
677	0.4870030233
678	0.4828126172
679	0.4789206677
680	0.4742505538
681	0.4702899494
682	0.4690390747
683	0.4643360725
684	0.4605332322
685	0.4563997874
686	0.4545657935
687	0.4532929946
688	0.4496312819
689	0.445581065
690	0.4412459271
691	0.4375069593
692	0.4352535194
693	0.4312838468
694	0.4274984783
695	0.4242278175
696	0.4219574561
697	0.4175733346
698	0.4139967695
699	0.4103051997
700	0.4090868255
701	0.4074053493
702	0.4060522101
703	0.4022019331
704	0.4009667421
705	0.3970902221
706	0.3932847055
707	0.3897370441
708	0.3884492817
709	0.384534669
710	0.3805636914
711	0.379183418
712	0.3758531921
713	0.3726018786
714	0.3693671135
715	0.3659698564
716	0.3631456225
717	0.3595192301
718	0.356388274
719	0.3549981852
720	0.3521661106
721	0.348930086
722	0.3474446537
723	0.3444090757
724	0.3416840399
725	0.3407127714
726	0.3374082776
727	0.3343482535
728	0.331320174
729	0.3301332169
730	0.3275296639
731	0.3266297807
732	0.3257202726
733	0.3225720064
734	0.3196806915
735	0.3165891605
736	0.3138614849
737	0.3130897101
738	0.310104886
739	0.3075261024
740	0.3045312328
741	0.3014878525
742	0.2989106752
743	0.2968679235
744	0.2945871531
745	0.2922523048
746	0.2914944062
747	0.2907767135
748	0.288210895
749	0.2854913857
750	0.2838344639
751	0.2831923416
752	0.2809772326
753	0.2800450311
754	0.2790919621
755	0.2783767314
756	0.2757070503
757	0.273007666
758	0.2705462928
759	0.2697780542
760	0.2689652802
761	0.2663735794
762	0.2640872578
763	0.2617927637
764	0.2594919212
765	0.2571702841
766	0.2565131215
767	0.2546322313
768	0.2539604445
769	0.2529406898
770	0.2524278915
771	0.2500431266
772	0.2482711786
773	0.2463309635
774	0.2457512267
775	0.2448168212
776	0.2442688333
777	0.2423215697
778	0.2401062524
779	0.2382347401
780	0.2360704181
781	0.2340169822
782	0.2315990544
783	0.2293424534
784	0.2279168568
785	0.2254442778
786	0.2248221718
787	0.2227781326
788	0.2220279641
789	0.2207528339
790	0.2184777021
791	0.2179649251
792	0.2173966414
793	0.2154818077
794	0.213569656
795	0.2115736434
796	0.2111053293
797	0.2098202354
798	0.2077607983
799	0.2070701441
800	0.205149077
801	0.2046665676
802	0.2027068174
803	0.2010023372
804	0.1991605243
805	0.1986787174
806	0.1966875874
807	0.1962056301
808	0.1944680801
809	0.1939702729
810	0.1922663864
811	0.19065355
812	0.1889180349
813	0.18856235
814	0.1868822246
815	0.1851560975
816	0.1845427916
817	0.1832570977
818	0.1816667011
819	0.1798161917
820	0.1787754117
821	0.1783544167
822	0.1768757261
823	0.1751802209
824	0.1734321684
825	0.1717074517
826	0.1702026064
827	0.1687453317
828	0.1673672903
829	0.1669324709
830	0.1665369893
831	0.1661882408
832	0.165371802
833	0.1639125751
834	0.1626272545
835	0.1612021005
836	0.1596139449
837	0.1592800756
838	0.1578671979
839	0.1573821289
840	0.1568131905
841	0.155331578
842	0.1539541012
843	0.1523965891
844	0.1509244691
845	0.1495608871
846	0.1480786814
847	0.1467493904
848	0.1463713001
849	0.1460257868
850	0.144644217
851	0.1433629739
852	0.1418814675
853	0.1404812092
854	0.1400444174
855	0.1396819619
856	0.1388849985
857	0.1385372676
858	0.1371069171
859	0.1360097541
860	0.1357208855
861	0.1344399313
862	0.1331971953
863	0.1319138406
864	0.1308647191
865	0.1297365371
866	0.1292926229
867	0.1289221235
868	0.1284366715
869	0.1280621646
870	0.1277672561
871	0.1273566382
872	0.1262525377
873	0.1258941154
874	0.1253635572
875	0.1240202891
876	0.1228188568
877	0.1216502037
878	0.1207531
879	0.1204043012
880	0.1194361036
881	0.1183454319
882	0.1180877974
883	0.1169155765
884	0.1160023432
885	0.1148424204
886	0.1137551467
887	0.1127934819
888	0.1118231622
889	0.1109562103
890	0.1106815615
891	0.1096598062
892	0.1086202001
893	0.10761885
894	0.1065229333
895	0.1054233173
896	0.1051768994
897	0.104353201
898	0.1040430256
899	0.1030359677
900	0.1020431091
901	0.1010086706
902	0.1007535875
903	0.09992089265
904	0.09905667457
905	0.09813614126
906	0.09783424627
907	0.09704184858
908	0.09624150294
909	0.09524948386
910	0.09432218335
911	0.0933792513
912	0.09254918213
913	0.09226878322
914	0.09137841598
915	0.09047794107
916	0.09014892588
917	0.08993851553
918	0.08916948514
919	0.08894745511
920	0.08871046021
921	0.08855970278
922	0.08790112339
923	0.08706104782
924	0.0863567696
925	0.08574382194
926	0.08506558042
927	0.08429358315
928	0.08414454272
929	0.08347841945
930	0.08262811813
931	0.08188543628
932	0.08111574147
933	0.0809389933
934	0.08028577348
935	0.08006050598
936	0.07934765466
937	0.07907555878
938	0.07841871808
939	0.07757565673
940	0.07684674731
941	0.07612153434
942	0.0758931624
943	0.07524688156
944	0.07504009075
945	0.07470376865
946	0.07415175495
947	0.07352118001
948	0.07297384655
949	0.07271686671
950	0.07245101775
951	0.07190243414
952	0.07129272077
953	0.07077240487
954	0.0700887618
955	0.06946672985
956	0.06924591066
957	0.06866849379
958	0.06846190763
959	0.0682843286
960	0.06774703054
961	0.06761737608
962	0.0673836784
963	0.06663017694
964	0.06605748003
965	0.06553092718
966	0.06502388158
967	0.06437510979
968	0.06372681758
969	0.06315845265
970	0.06298948094
971	0.06240631806
972	0.06186543178
973	0.06134160888
974	0.06086150461
975	0.06072316892
976	0.06008608198
977	0.05991148829
978	0.05972080059
979	0.05952463053
980	0.05936105636
981	0.05919473839
982	0.05903374542
983	0.05853612053
984	0.05804360111
985	0.05758407594
986	0.05701042522
987	0.05655933909
988	0.05610728678
989	0.0559947775
990	0.05563074491
991	0.05526804275
992	0.05461638975
993	0.05419509209
994	0.05375388356
995	0.05331662678
996	0.05295809403
997	0.05261488541
998	0.05216714163
999	0.052031094
